Room,BlockStart,StudentCount,Ratio,RequiredStaff
Grampy Tom Preschool,2025-01-29 07:30:00,1,10,2
Grampy Tom Preschool,2025-01-29 08:00:00,2,10,2
Grampy Tom Preschool,2025-01-29 08:30:00,1,10,2
Grampy Tom Preschool,2025-02-04 07:30:00,2,10,2
Grampy Tom Preschool,2025-02-04 08:00:00,2,10,2
Grampy Tom Preschool,2025-02-04 08:30:00,2,10,2
Grampy Tom Preschool,2025-02-06 07:30:00,2,10,2
Grampy Tom Preschool,2025-02-06 08:00:00,2,10,2
Grampy Tom Preschool,2025-02-06 08:30:00,2,10,2
Grampy Tom Preschool,2025-02-10 07:30:00,1,10,2
Grampy Tom Preschool,2025-02-10 08:00:00,3,10,2
Grampy Tom Preschool,2025-02-10 08:30:00,2,10,2
Grampy Tom Preschool,2025-02-12 07:00:00,1,10,2
Grampy Tom Preschool,2025-02-12 07:30:00,2,10,2
Grampy Tom Preschool,2025-02-12 08:00:00,2,10,2
Grampy Tom Preschool,2025-02-18 07:30:00,1,10,2
Grampy Tom Preschool,2025-02-18 08:00:00,1,10,2
Grampy Tom Preschool,2025-02-18 08:30:00,1,10,2
Grampy Tom Preschool,2025-02-20 07:30:00,1,10,2
Grampy Tom Preschool,2025-02-20 08:00:00,1,10,2
Grampy Tom Preschool,2025-02-20 08:30:00,2,10,2
Grampy Tom Preschool,2025-02-20 09:00:00,1,10,2
Grampy Tom Preschool,2025-02-24 07:30:00,1,10,2
Grampy Tom Preschool,2025-02-24 08:00:00,1,10,2
Grampy Tom Preschool,2025-02-24 08:30:00,1,10,2
Grampy Tom Preschool,2025-02-26 08:00:00,4,10,2
Grampy Tom Preschool,2025-02-26 08:30:00,2,10,2
Grampy Tom Toddlers,2022-10-06 07:00:00,1,6,2
Grampy Tom Toddlers,2022-10-06 07:30:00,1,6,2
Grampy Tom Toddlers,2022-10-06 08:00:00,1,6,2
Grampy Tom Toddlers,2022-10-06 08:30:00,1,6,2
Grampy Tom Toddlers,2022-10-06 09:00:00,1,6,2
Grampy Tom Toddlers,2022-11-17 07:30:00,1,6,2
Grampy Tom Toddlers,2022-11-29 07:30:00,2,6,2
Grampy Tom Toddlers,2022-11-29 08:00:00,2,6,2
Grampy Tom Toddlers,2022-12-13 08:00:00,1,6,2
Grampy Tom Toddlers,2022-12-15 08:00:00,1,6,2
Grampy Tom Toddlers,2022-12-19 07:00:00,1,6,2
Grampy Tom Toddlers,2022-12-19 07:30:00,1,6,2
Grampy Tom Toddlers,2022-12-19 08:00:00,1,6,2
Grampy Tom Toddlers,2022-12-27 07:00:00,1,6,2
Grampy Tom Toddlers,2022-12-27 07:30:00,1,6,2
Grampy Tom Toddlers,2022-12-27 08:00:00,1,6,2
Grampy Tom Toddlers,2023-01-03 08:00:00,1,6,2
Grampy Tom Toddlers,2023-01-17 08:00:00,1,6,2
Grampy Tom Toddlers,2023-01-19 07:00:00,1,6,2
Grampy Tom Toddlers,2023-01-19 07:30:00,2,6,2
Grampy Tom Toddlers,2023-01-19 08:00:00,2,6,2
Grampy Tom Toddlers,2023-01-23 07:00:00,1,6,2
Grampy Tom Toddlers,2023-01-23 07:30:00,1,6,2
Grampy Tom Toddlers,2023-01-23 08:00:00,1,6,2
Grampy Tom Toddlers,2023-01-25 07:30:00,1,6,2
Grampy Tom Toddlers,2023-01-25 08:00:00,1,6,2
Grampy Tom Toddlers,2023-01-31 07:30:00,1,6,2
Grampy Tom Toddlers,2023-01-31 08:00:00,1,6,2
Grampy Tom Toddlers,2023-02-02 08:00:00,1,6,2
Grampy Tom Toddlers,2023-02-06 07:30:00,1,6,2
Grampy Tom Toddlers,2023-02-06 08:00:00,2,6,2
Grampy Tom Toddlers,2023-02-14 07:30:00,2,6,2
Grampy Tom Toddlers,2023-02-14 08:00:00,2,6,2
Grampy Tom Toddlers,2023-02-14 08:30:00,1,6,2
Grampy Tom Toddlers,2023-02-20 08:00:00,1,6,2
Grampy Tom Toddlers,2023-02-22 07:00:00,1,6,2
Grampy Tom Toddlers,2023-02-22 07:30:00,2,6,2
Grampy Tom Toddlers,2023-02-22 08:00:00,2,6,2
Grampy Tom Toddlers,2023-02-28 08:00:00,1,6,2
Grampy Tom Toddlers,2023-03-02 07:30:00,1,6,2
Grampy Tom Toddlers,2023-03-02 08:00:00,1,6,2
Grampy Tom Toddlers,2023-03-06 07:00:00,1,6,2
Grampy Tom Toddlers,2023-03-06 07:30:00,2,6,2
Grampy Tom Toddlers,2023-03-06 08:30:00,1,6,2
Grampy Tom Toddlers,2023-03-06 09:00:00,1,6,2
Grampy Tom Toddlers,2023-03-06 09:30:00,1,6,2
Grampy Tom Toddlers,2023-03-06 10:00:00,1,6,2
Grampy Tom Toddlers,2023-03-06 10:30:00,1,6,2
Grampy Tom Toddlers,2023-03-08 07:30:00,1,6,2
Grampy Tom Toddlers,2023-03-08 08:00:00,1,6,2
Grampy Tom Toddlers,2023-03-16 07:30:00,1,6,2
Grampy Tom Toddlers,2023-03-16 08:00:00,1,6,2
Grampy Tom Toddlers,2023-03-20 08:00:00,2,6,2
Grampy Tom Toddlers,2023-03-22 07:00:00,1,6,2
Grampy Tom Toddlers,2023-03-22 07:30:00,2,6,2
Grampy Tom Toddlers,2023-03-22 08:00:00,2,6,2
Grampy Tom Toddlers,2023-03-28 07:30:00,1,6,2
Grampy Tom Toddlers,2023-03-28 08:00:00,2,6,2
Grampy Tom Toddlers,2023-03-30 07:00:00,1,6,2
Grampy Tom Toddlers,2023-03-30 07:30:00,2,6,2
Grampy Tom Toddlers,2023-03-30 08:00:00,2,6,2
Grampy Tom Toddlers,2023-04-03 07:30:00,1,6,2
Grampy Tom Toddlers,2023-04-03 08:00:00,1,6,2
Grampy Tom Toddlers,2023-04-05 07:00:00,1,6,2
Grampy Tom Toddlers,2023-04-05 07:30:00,2,6,2
Grampy Tom Toddlers,2023-04-05 08:00:00,2,6,2
Grampy Tom Toddlers,2023-04-11 07:00:00,1,6,2
Grampy Tom Toddlers,2023-04-11 07:30:00,3,6,2
Grampy Tom Toddlers,2023-04-11 08:00:00,1,6,2
Grampy Tom Toddlers,2023-04-13 07:30:00,1,6,2
Grampy Tom Toddlers,2023-04-13 08:00:00,1,6,2
Grampy Tom Toddlers,2023-04-19 07:30:00,1,6,2
Grampy Tom Toddlers,2023-04-19 08:00:00,3,6,2
Grampy Tom Toddlers,2023-04-19 08:30:00,1,6,2
Grampy Tom Toddlers,2023-04-25 07:00:00,1,6,2
Grampy Tom Toddlers,2023-04-25 07:30:00,2,6,2
Grampy Tom Toddlers,2023-04-25 08:00:00,1,6,2
Grampy Tom Toddlers,2023-04-27 07:30:00,1,6,2
Grampy Tom Toddlers,2023-04-27 08:00:00,2,6,2
Grampy Tom Toddlers,2023-04-27 08:30:00,1,6,2
Grampy Tom Toddlers,2023-05-03 07:00:00,1,6,2
Grampy Tom Toddlers,2023-05-03 07:30:00,3,6,2
Grampy Tom Toddlers,2023-05-03 08:00:00,1,6,2
Grampy Tom Toddlers,2023-05-09 07:30:00,1,6,2
Grampy Tom Toddlers,2023-05-09 08:00:00,1,6,2
Grampy Tom Toddlers,2023-05-11 07:00:00,1,6,2
Grampy Tom Toddlers,2023-05-11 07:30:00,2,6,2
Grampy Tom Toddlers,2023-05-11 08:00:00,1,6,2
Grampy Tom Toddlers,2023-05-15 07:30:00,1,6,2
Grampy Tom Toddlers,2023-05-15 08:00:00,2,6,2
Grampy Tom Toddlers,2023-05-17 08:00:00,1,6,2
Grampy Tom Toddlers,2023-05-23 07:00:00,1,6,2
Grampy Tom Toddlers,2023-05-23 07:30:00,1,6,2
Grampy Tom Toddlers,2023-05-25 07:30:00,1,6,2
Grampy Tom Toddlers,2023-05-25 08:00:00,2,6,2
Grampy Tom Toddlers,2023-05-31 07:30:00,1,6,2
Grampy Tom Toddlers,2023-06-06 07:30:00,1,6,2
Grampy Tom Toddlers,2023-06-06 08:00:00,2,6,2
Grampy Tom Toddlers,2023-06-08 07:30:00,1,6,2
Grampy Tom Toddlers,2023-06-12 08:00:00,1,6,2
Grampy Tom Toddlers,2023-06-20 07:30:00,2,6,2
Grampy Tom Toddlers,2023-06-20 08:00:00,2,6,2
Grampy Tom Toddlers,2023-06-22 07:30:00,1,6,2
Grampy Tom Toddlers,2023-06-22 08:00:00,2,6,2
Grampy Tom Toddlers,2023-06-28 07:30:00,1,6,2
Grampy Tom Toddlers,2023-06-28 08:00:00,2,6,2
Grampy Tom Toddlers,2023-06-28 08:30:00,1,6,2
Grampy Tom Toddlers,2023-06-28 09:00:00,1,6,2
Grampy Tom Toddlers,2023-07-06 08:00:00,1,6,2
Grampy Tom Toddlers,2023-07-06 08:30:00,1,6,2
Grampy Tom Toddlers,2023-07-06 09:00:00,1,6,2
Grampy Tom Toddlers,2023-07-10 07:00:00,1,6,2
Grampy Tom Toddlers,2023-07-10 07:30:00,1,6,2
Grampy Tom Toddlers,2023-07-12 07:00:00,1,6,2
Grampy Tom Toddlers,2023-07-12 07:30:00,1,6,2
Grampy Tom Toddlers,2023-07-12 08:00:00,1,6,2
Grampy Tom Toddlers,2023-07-18 07:00:00,1,6,2
Grampy Tom Toddlers,2023-07-18 07:30:00,1,6,2
Grampy Tom Toddlers,2023-07-18 08:00:00,2,6,2
Grampy Tom Toddlers,2023-07-20 07:30:00,1,6,2
Grampy Tom Toddlers,2023-07-20 08:00:00,1,6,2
Grampy Tom Toddlers,2023-07-20 09:00:00,1,6,2
Grampy Tom Toddlers,2023-07-20 09:30:00,1,6,2
Grampy Tom Toddlers,2023-07-24 07:00:00,1,6,2
Grampy Tom Toddlers,2023-07-24 07:30:00,1,6,2
Grampy Tom Toddlers,2023-07-24 08:00:00,1,6,2
Grampy Tom Toddlers,2023-07-26 08:00:00,2,6,2
Grampy Tom Toddlers,2023-07-26 08:30:00,1,6,2
Grampy Tom Toddlers,2023-08-01 08:00:00,2,6,2
Grampy Tom Toddlers,2023-08-01 08:30:00,1,6,2
Grampy Tom Toddlers,2023-08-01 12:30:00,1,6,2
Grampy Tom Toddlers,2023-08-01 13:00:00,1,6,2
Grampy Tom Toddlers,2023-08-01 13:30:00,1,6,2
Grampy Tom Toddlers,2023-08-01 14:00:00,1,6,2
Grampy Tom Toddlers,2023-08-01 14:30:00,1,6,2
Grampy Tom Toddlers,2023-08-01 15:00:00,1,6,2
Grampy Tom Toddlers,2023-08-01 15:30:00,1,6,2
Grampy Tom Toddlers,2023-08-01 16:00:00,1,6,2
Grampy Tom Toddlers,2023-08-01 16:30:00,2,6,2
Grampy Tom Toddlers,2023-08-01 17:00:00,2,6,2
Grampy Tom Toddlers,2023-08-03 07:30:00,1,6,2
Grampy Tom Toddlers,2023-08-03 08:00:00,1,6,2
Grampy Tom Toddlers,2023-08-07 07:00:00,1,6,2
Grampy Tom Toddlers,2023-08-07 07:30:00,2,6,2
Grampy Tom Toddlers,2023-08-07 08:00:00,2,6,2
Grampy Tom Toddlers,2023-08-09 08:00:00,1,6,2
Grampy Tom Toddlers,2023-08-15 07:00:00,2,6,2
Grampy Tom Toddlers,2023-08-15 07:30:00,3,6,2
Grampy Tom Toddlers,2023-08-15 08:00:00,1,6,2
Grampy Tom Toddlers,2023-08-17 07:30:00,1,6,2
Grampy Tom Toddlers,2023-08-17 08:00:00,3,6,2
Grampy Tom Toddlers,2023-08-17 08:30:00,1,6,2
Grampy Tom Toddlers,2023-08-21 07:00:00,1,6,2
Grampy Tom Toddlers,2023-08-21 07:30:00,1,6,2
Grampy Tom Toddlers,2023-08-21 08:00:00,1,6,2
Grampy Tom Toddlers,2023-08-23 08:00:00,1,6,2
Grampy Tom Toddlers,2023-08-23 08:30:00,1,6,2
Grampy Tom Toddlers,2023-08-29 08:00:00,2,6,2
Grampy Tom Toddlers,2023-08-29 08:30:00,1,6,2
Grampy Tom Toddlers,2023-08-31 07:30:00,1,6,2
Grampy Tom Toddlers,2023-08-31 08:00:00,2,6,2
Grampy Tom Toddlers,2023-08-31 08:30:00,1,6,2
Grampy Tom Toddlers,2023-08-31 09:00:00,1,6,2
Grampy Tom Toddlers,2023-08-31 09:30:00,1,6,2
Grampy Tom Toddlers,2023-09-06 07:00:00,1,6,2
Grampy Tom Toddlers,2023-09-06 07:30:00,1,6,2
Grampy Tom Toddlers,2023-09-06 08:00:00,2,6,2
Grampy Tom Toddlers,2023-09-06 08:30:00,1,6,2
Grampy Tom Toddlers,2023-09-12 07:30:00,1,6,2
Grampy Tom Toddlers,2023-09-12 08:00:00,1,6,2
Grampy Tom Toddlers,2023-09-12 08:30:00,1,6,2
Grampy Tom Toddlers,2023-09-14 07:30:00,2,6,2
Grampy Tom Toddlers,2023-09-14 08:00:00,3,6,2
Grampy Tom Toddlers,2023-09-14 09:00:00,1,6,2
Grampy Tom Toddlers,2023-09-18 07:30:00,1,6,2
Grampy Tom Toddlers,2023-09-18 08:00:00,2,6,2
Grampy Tom Toddlers,2023-09-18 09:30:00,1,6,2
Grampy Tom Toddlers,2023-09-18 10:00:00,1,6,2
Grampy Tom Toddlers,2023-09-18 10:30:00,1,6,2
Grampy Tom Toddlers,2023-09-18 11:00:00,1,6,2
Grampy Tom Toddlers,2023-09-18 11:30:00,1,6,2
Grampy Tom Toddlers,2023-09-18 12:00:00,1,6,2
Grampy Tom Toddlers,2023-09-18 12:30:00,1,6,2
Grampy Tom Toddlers,2023-09-18 13:00:00,1,6,2
Grampy Tom Toddlers,2023-09-18 13:30:00,1,6,2
Grampy Tom Toddlers,2023-09-18 14:00:00,1,6,2
Grampy Tom Toddlers,2023-09-18 14:30:00,1,6,2
Grampy Tom Toddlers,2023-09-18 15:00:00,1,6,2
Grampy Tom Toddlers,2023-09-20 07:30:00,3,6,2
Grampy Tom Toddlers,2023-09-20 08:00:00,2,6,2
Grampy Tom Toddlers,2023-09-26 07:30:00,1,6,2
Grampy Tom Toddlers,2023-09-26 08:00:00,1,6,2
Grampy Tom Toddlers,2023-09-26 08:30:00,1,6,2
Grampy Tom Toddlers,2023-09-28 07:30:00,1,6,2
Grampy Tom Toddlers,2023-09-28 08:00:00,3,6,2
Grampy Tom Toddlers,2023-09-28 08:30:00,1,6,2
Grampy Tom Toddlers,2023-10-02 07:00:00,1,6,2
Grampy Tom Toddlers,2023-10-02 07:30:00,3,6,2
Grampy Tom Toddlers,2023-10-02 08:00:00,3,6,2
Grampy Tom Toddlers,2023-10-04 07:30:00,2,6,2
Grampy Tom Toddlers,2023-10-04 08:00:00,1,6,2
Grampy Tom Toddlers,2023-10-10 08:30:00,2,6,2
Grampy Tom Toddlers,2023-10-10 09:00:00,1,6,2
Grampy Tom Toddlers,2023-10-12 08:00:00,2,6,2
Grampy Tom Toddlers,2023-10-12 08:30:00,1,6,2
Grampy Tom Toddlers,2023-10-16 06:30:00,1,6,2
Grampy Tom Toddlers,2023-10-16 08:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 06:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 07:00:00,1,6,2
Grampy Tom Toddlers,2023-10-18 07:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 08:00:00,1,6,2
Grampy Tom Toddlers,2023-10-18 08:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 09:00:00,1,6,2
Grampy Tom Toddlers,2023-10-18 09:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 10:00:00,1,6,2
Grampy Tom Toddlers,2023-10-18 10:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 11:00:00,1,6,2
Grampy Tom Toddlers,2023-10-18 11:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 12:00:00,1,6,2
Grampy Tom Toddlers,2023-10-18 12:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 13:00:00,1,6,2
Grampy Tom Toddlers,2023-10-18 13:30:00,1,6,2
Grampy Tom Toddlers,2023-10-18 14:00:00,1,6,2
Grampy Tom Toddlers,2023-10-24 08:00:00,2,6,2
Grampy Tom Toddlers,2023-10-26 07:30:00,1,6,2
Grampy Tom Toddlers,2023-10-26 08:00:00,3,6,2
Grampy Tom Toddlers,2023-10-26 08:30:00,2,6,2
Grampy Tom Toddlers,2023-10-30 07:30:00,1,6,2
Grampy Tom Toddlers,2023-10-30 08:00:00,2,6,2
Grampy Tom Toddlers,2023-11-01 07:30:00,1,6,2
Grampy Tom Toddlers,2023-11-01 08:00:00,2,6,2
Grampy Tom Toddlers,2023-11-07 07:00:00,2,6,2
Grampy Tom Toddlers,2023-11-07 07:30:00,5,6,2
Grampy Tom Toddlers,2023-11-07 08:00:00,2,6,2
Grampy Tom Toddlers,2023-11-07 08:30:00,1,6,2
Grampy Tom Toddlers,2023-11-09 07:30:00,1,6,2
Grampy Tom Toddlers,2023-11-09 08:00:00,1,6,2
Grampy Tom Toddlers,2023-11-09 08:30:00,2,6,2
Grampy Tom Toddlers,2023-11-09 09:00:00,1,6,2
Grampy Tom Toddlers,2023-11-13 07:00:00,1,6,2
Grampy Tom Toddlers,2023-11-13 07:30:00,1,6,2
Grampy Tom Toddlers,2023-11-13 08:00:00,1,6,2
Grampy Tom Toddlers,2023-11-15 07:30:00,1,6,2
Grampy Tom Toddlers,2023-11-15 08:30:00,1,6,2
Grampy Tom Toddlers,2023-11-21 07:00:00,1,6,2
Grampy Tom Toddlers,2023-11-21 07:30:00,1,6,2
Grampy Tom Toddlers,2023-11-21 08:00:00,2,6,2
Grampy Tom Toddlers,2023-11-21 08:30:00,2,6,2
Grampy Tom Toddlers,2023-11-27 07:00:00,1,6,2
Grampy Tom Toddlers,2023-11-27 07:30:00,1,6,2
Grampy Tom Toddlers,2023-11-27 08:00:00,3,6,2
Grampy Tom Toddlers,2023-11-27 08:30:00,1,6,2
Grampy Tom Toddlers,2023-11-29 08:00:00,2,6,2
Grampy Tom Toddlers,2023-11-29 08:30:00,2,6,2
Grampy Tom Toddlers,2023-12-05 07:00:00,1,6,2
Grampy Tom Toddlers,2023-12-05 07:30:00,2,6,2
Grampy Tom Toddlers,2023-12-05 08:00:00,2,6,2
Grampy Tom Toddlers,2023-12-05 08:30:00,1,6,2
Grampy Tom Toddlers,2023-12-05 09:00:00,1,6,2
Grampy Tom Toddlers,2023-12-07 07:30:00,1,6,2
Grampy Tom Toddlers,2023-12-07 08:00:00,1,6,2
Grampy Tom Toddlers,2023-12-07 08:30:00,2,6,2
Grampy Tom Toddlers,2023-12-07 09:00:00,1,6,2
Grampy Tom Toddlers,2023-12-11 08:00:00,2,6,2
Grampy Tom Toddlers,2023-12-11 08:30:00,1,6,2
Grampy Tom Toddlers,2023-12-13 06:30:00,1,6,2
Grampy Tom Toddlers,2023-12-13 07:00:00,1,6,2
Grampy Tom Toddlers,2023-12-13 07:30:00,3,6,2
Grampy Tom Toddlers,2023-12-13 08:00:00,2,6,2
Grampy Tom Toddlers,2023-12-13 08:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 07:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 08:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 08:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 09:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 09:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 10:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 10:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 11:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 11:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 12:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 12:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 13:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 13:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 14:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 14:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 15:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 15:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 16:00:00,1,6,2
Grampy Tom Toddlers,2023-12-19 16:30:00,1,6,2
Grampy Tom Toddlers,2023-12-19 17:00:00,1,6,2
Grampy Tom Toddlers,2023-12-21 07:00:00,1,6,2
Grampy Tom Toddlers,2023-12-21 07:30:00,1,6,2
Grampy Tom Toddlers,2023-12-21 08:00:00,2,6,2
Grampy Tom Toddlers,2023-12-21 08:30:00,2,6,2
Grampy Tom Toddlers,2023-12-27 07:30:00,1,6,2
Grampy Tom Toddlers,2023-12-27 08:30:00,1,6,2
Grampy Tom Toddlers,2024-01-03 07:00:00,1,6,2
Grampy Tom Toddlers,2024-01-03 07:30:00,1,6,2
Grampy Tom Toddlers,2024-01-03 08:00:00,3,6,2
Grampy Tom Toddlers,2024-01-09 08:00:00,1,6,2
Grampy Tom Toddlers,2024-01-17 07:30:00,2,6,2
Grampy Tom Toddlers,2024-01-17 08:00:00,2,6,2
Grampy Tom Toddlers,2024-01-23 06:30:00,1,6,2
Grampy Tom Toddlers,2024-01-23 07:00:00,1,6,2
Grampy Tom Toddlers,2024-01-23 07:30:00,3,6,2
Grampy Tom Toddlers,2024-01-23 08:00:00,4,6,2
Grampy Tom Toddlers,2024-01-23 08:30:00,3,6,2
Grampy Tom Toddlers,2024-01-23 09:00:00,3,6,2
Grampy Tom Toddlers,2024-01-23 09:30:00,1,6,2
Grampy Tom Toddlers,2024-01-23 10:00:00,1,6,2
Grampy Tom Toddlers,2024-01-25 07:30:00,4,6,2
Grampy Tom Toddlers,2024-01-25 08:00:00,3,6,2
Grampy Tom Toddlers,2024-01-25 09:30:00,1,6,2
Grampy Tom Toddlers,2024-01-25 10:00:00,1,6,2
Grampy Tom Toddlers,2024-01-25 10:30:00,1,6,2
Grampy Tom Toddlers,2024-01-25 11:00:00,1,6,2
Grampy Tom Toddlers,2024-01-25 11:30:00,1,6,2
Grampy Tom Toddlers,2024-01-25 12:00:00,1,6,2
Grampy Tom Toddlers,2024-01-29 07:30:00,3,6,2
Grampy Tom Toddlers,2024-01-29 08:00:00,4,6,2
Grampy Tom Toddlers,2024-01-31 07:30:00,2,6,2
Grampy Tom Toddlers,2024-01-31 08:00:00,3,6,2
Grampy Tom Toddlers,2024-02-06 07:00:00,1,6,2
Grampy Tom Toddlers,2024-02-06 07:30:00,3,6,2
Grampy Tom Toddlers,2024-02-06 08:00:00,2,6,2
Grampy Tom Toddlers,2024-02-08 07:00:00,1,6,2
Grampy Tom Toddlers,2024-02-08 07:30:00,3,6,2
Grampy Tom Toddlers,2024-02-08 08:30:00,1,6,2
Grampy Tom Toddlers,2024-02-12 07:30:00,1,6,2
Grampy Tom Toddlers,2024-02-14 07:30:00,1,6,2
Grampy Tom Toddlers,2024-02-14 08:00:00,2,6,2
Grampy Tom Toddlers,2024-02-20 07:30:00,2,6,2
Grampy Tom Toddlers,2024-02-20 08:00:00,2,6,2
Grampy Tom Toddlers,2024-02-20 08:30:00,1,6,2
Grampy Tom Toddlers,2024-02-20 09:00:00,1,6,2
Grampy Tom Toddlers,2024-02-22 07:30:00,1,6,2
Grampy Tom Toddlers,2024-02-22 08:00:00,1,6,2
Grampy Tom Toddlers,2024-02-26 07:30:00,1,6,2
Grampy Tom Toddlers,2024-02-26 08:00:00,1,6,2
Grampy Tom Toddlers,2024-02-28 07:30:00,3,6,2
Grampy Tom Toddlers,2024-02-28 08:00:00,2,6,2
Grampy Tom Toddlers,2024-03-05 07:30:00,4,6,2
Grampy Tom Toddlers,2024-03-05 08:00:00,4,6,2
Grampy Tom Toddlers,2024-03-07 07:30:00,3,6,2
Grampy Tom Toddlers,2024-03-07 08:00:00,4,6,2
Grampy Tom Toddlers,2024-03-07 08:30:00,1,6,2
Grampy Tom Toddlers,2024-03-07 09:00:00,2,6,2
Grampy Tom Toddlers,2024-03-07 09:30:00,2,6,2
Grampy Tom Toddlers,2024-03-11 07:30:00,1,6,2
Grampy Tom Toddlers,2024-03-11 08:00:00,3,6,2
Grampy Tom Toddlers,2024-03-13 07:30:00,2,6,2
Grampy Tom Toddlers,2024-03-13 08:00:00,1,6,2
Grampy Tom Toddlers,2024-03-13 08:30:00,2,6,2
Grampy Tom Toddlers,2024-03-13 09:00:00,1,6,2
Grampy Tom Toddlers,2024-03-19 07:30:00,2,6,2
Grampy Tom Toddlers,2024-03-19 08:00:00,4,6,2
Grampy Tom Toddlers,2024-03-21 07:30:00,1,6,2
Grampy Tom Toddlers,2024-03-21 08:00:00,4,6,2
Grampy Tom Toddlers,2024-03-25 07:30:00,2,6,2
Grampy Tom Toddlers,2024-03-25 08:00:00,1,6,2
Grampy Tom Toddlers,2024-03-25 08:30:00,1,6,2
Grampy Tom Toddlers,2024-03-27 08:00:00,1,6,2
Grampy Tom Toddlers,2024-03-27 08:30:00,1,6,2
Grampy Tom Toddlers,2024-04-02 07:30:00,2,6,2
Grampy Tom Toddlers,2024-04-02 08:00:00,2,6,2
Grampy Tom Toddlers,2024-04-02 08:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 07:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 07:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 08:00:00,2,6,2
Grampy Tom Toddlers,2024-04-04 09:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 09:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 10:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 10:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 11:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 11:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 12:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 12:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 13:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 13:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 14:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 14:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 15:00:00,1,6,2
Grampy Tom Toddlers,2024-04-04 15:30:00,1,6,2
Grampy Tom Toddlers,2024-04-04 16:00:00,1,6,2
Grampy Tom Toddlers,2024-04-08 08:00:00,2,6,2
Grampy Tom Toddlers,2024-04-08 08:30:00,1,6,2
Grampy Tom Toddlers,2024-04-08 09:00:00,1,6,2
Grampy Tom Toddlers,2024-04-10 07:30:00,2,6,2
Grampy Tom Toddlers,2024-04-10 08:00:00,2,6,2
Grampy Tom Toddlers,2024-04-10 08:30:00,1,6,2
Grampy Tom Toddlers,2024-04-16 07:00:00,1,6,2
Grampy Tom Toddlers,2024-04-16 07:30:00,2,6,2
Grampy Tom Toddlers,2024-04-16 08:00:00,5,6,2
Grampy Tom Toddlers,2024-04-16 08:30:00,2,6,2
Grampy Tom Toddlers,2024-04-16 09:00:00,1,6,2
Grampy Tom Toddlers,2024-04-16 09:30:00,1,6,2
Grampy Tom Toddlers,2024-04-16 10:00:00,1,6,2
Grampy Tom Toddlers,2024-04-18 07:30:00,1,6,2
Grampy Tom Toddlers,2024-04-18 08:00:00,1,6,2
Grampy Tom Toddlers,2024-04-18 08:30:00,1,6,2
Grampy Tom Toddlers,2024-04-22 07:00:00,1,6,2
Grampy Tom Toddlers,2024-04-22 07:30:00,1,6,2
Grampy Tom Toddlers,2024-04-24 07:00:00,1,6,2
Grampy Tom Toddlers,2024-04-24 07:30:00,2,6,2
Grampy Tom Toddlers,2024-04-24 08:00:00,1,6,2
Grampy Tom Toddlers,2024-04-30 07:30:00,1,6,2
Grampy Tom Toddlers,2024-05-02 07:30:00,2,6,2
Grampy Tom Toddlers,2024-05-02 08:00:00,1,6,2
Grampy Tom Toddlers,2024-05-02 08:30:00,2,6,2
Grampy Tom Toddlers,2024-05-02 09:00:00,2,6,2
